UnitNameValue	GIMPTemplate	UnitIcon	UnitPortrait	TrainingIcon	ImpIcon	SectorialSymbol	SectorialAVA	SectorialLinkable	MOVValue	CCValue	BSValue	PHValue	WIPValue	ARMValue	BTSValue	WValue	AVAValue	SWCCost	UnitCost	UnitNotesValue	Ability1Title	Ability1Text	Ability2Title	Ability2Text	Ability3Title	Ability3Text	Ability4Title	Ability4Text	Ability5Title	Ability5Text	Ability6Title	Ability6Text	Weapon1Value	Weapon2Value	Weapon3Value	Weapon4Value	Weapon5Value	InactiveMOVValue	InactiveCCValue	InactiveBSValue	InactivePHValue	InactiveWIPValue	InactiveARMValue	InactiveBTSValue	InactiveWValue
Kamau - HMG	pano.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280224-0135-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280224-0135.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png					4-4	13	13	10	13	1	-6	1	3	1	25	Aquatic Terrain	Aquatic Terrain		 										HMG	Knife	Pistol												
Kamau - Hacker	pano.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280224-0135-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280224-0135.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png					4-4	13	13	10	13	1	-6	1	3	0.5	28	Hacker, Hacking Device, Aquatic Terrain	Hacker		 Hacking Device	This allows computer attacks to be performed against other systems and devices and also to defend against a cyberattack. See Hacker combat rules for details. All Hacking Devices are Repeaters for the other Hackers of the same army. . The Hacking Device Plus has an additional advanced system of Localization-Identification-Liaison that works as a Forward Observer, but only within the Hacker's, or his Repeater's, Zone of Control (8 inches): LoF with the enemy is not required. In order to mark a target with the Hacker Device Plus Forward Observer function, it is necessary to spend an Order and pass a WIP Roll. The target can react by Dodging the marking of the Forward Observer Hacking Device Plus, provided he has LoF.	 Aquatic Terrain		 						Combi Rifle	Knife	Pistol												
Kamau - Grenadier	pano.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280224-0135-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280224-0135.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png					4-4	13	13	10	13	1	-6	1	3	1	23	X Visor, Aquatic Terrain	X Visor	Technological and evolutionary advances have given this miniature a vision with a zoom effect. Modifiers for Long Distance are reduced to 0 and those of Maximum Distance drop to -3.  	 Aquatic Terrain		 								Light GL	Combi Rifle	Knife	Pistol											
Kamau - Sniper	pano.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280224-0135-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280224-0135.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png					4-4	13	13	10	13	1	-6	1	3	1.5	32	X Visor, Aquatic Terrain	X Visor	Technological and evolutionary advances have given this miniature a vision with a zoom effect. Modifiers for Long Distance are reduced to 0 and those of Maximum Distance drop to -3.  	 Aquatic Terrain		 								MULTI Sniper Rifle	Knife	Pistol												
Kamau - Lieutenant	pano.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280224-0135-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280224-0135.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png					4-4	13	13	10	13	1	-6	1	3	1	16	Lieutenant, Aquatic Terrain	Lieutenant		 Aquatic Terrain		 								Combi Rifle	Knife	Pistol												
Kamau - Paramedic	pano.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280224-0135-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280224-0135.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png					4-4	13	13	10	13	1	-6	1	3	0	20	MediKit, Aquatic Terrain	MediKit	This is a wound recovery medical device carried by all Paramedics. It is used to heal Unconscious miniatures. Using the MediKit is a Short Skill that requires a PH Roll with a -3 Modifier by the patient. If he fails his roll, he will immediately pass to the Dead state and will be removed from the game table. If he passes the roll, the patient recovers 1 Wound, automatically leaving the Unconscious state and contributing his Order again to the Orders Reserve of his army in the next active turn. With a MediKit, miniatures can be healed from the Unconscious state as many times as necessary, provided they pass their PH-3 Rolls. Human MediKits do not work on Aliens (Assault Packs, Dog-Warriors, etc.) and vice versa. The MediKit is the most frequent medical system of nano-injection on battlefields. There are several syringe models; the most modern being a device with the form of a gun, using a chamber with a magnetic coil. After introducing the nanotreatment cartridge and pulling the electric trigger, the magnetic field accelerator injects at high speed the medical nanobots suspended in the cartridge serum. Other versions of the MediKit are the hypo-spray, with a lower speed performance, or the archaic pneumatic pistols.  	 Aquatic Terrain		 								Combi Rifle	Knife	Pistol												
Bagh-Mari - HMG Lt	pano.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280237-0218-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280237-0218.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Shock_Army_of_Acontecimento_logo.png	4	Yes	4-2	14	12	11	13	2	0	1	2	1.5	27	Lieutenant, CH: Mimetism, Multispectral Visor L1, Multiterrain (Aquatic, Desert or Jungle)	Lieutenant		 CH: Mimetism	The figure has the special ability to obscure his appearance to an enemy. Moreover, he has basic mimetic tools and clothes or camouflage gear made with a photosensitive material, a cheaper alternative to chameleonic tools, and knows how to use it with the maximum results in order to avoid discovery. In game terms, any miniature attacking a figure with Mimetism will have a -3 Modifier to his BS Attribute for ranged attacks.  	 Multispectral Visor L1	This allows the performance of Discovery or Shoot rolls without having to apply the Modifiers for CH: Mimetism, CH: Camouflage and Low Visibility Zones.  	 Multiterrain (Aquatic		 Desert or Jungle)		 		HMG	Knife	Pistol												
Bagh-Mari - Sniper	pano.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280237-0218-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280237-0218.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Shock_Army_of_Acontecimento_logo.png	4	Yes	4-2	14	12	11	13	2	0	1	2	1.5	34	Minelayer, CH: Mimetism, Multispectral Visor L1, Multiterrain (Aquatic, Desert or Jungle)	Minelayer	Minelayers secure their force's deployment zone by placing Mines in close proximity to prevent the approach of enemy troopers. During Deployment, figures possessing this Special Skill can place inside their ZC a Camo Marker which represents a camouflaged Mine, or a Marker representing the deployable weapon with which he is equipped (E/Mauler, Deployable Repeater). It may not be placed if any enemy troop is inside the area of effect of the deployable weapon. If the figure deploys using the Infiltration Special Skill and fails the PH roll, then a Mine Marker will be placed instead of a Camouflage marker. The Minelayer Special Skill is automatic and it does not require the spending of any Orders or the making of any rolls. The deployed weapon or equipment must be deducted from those carried by the figure.	 CH: Mimetism	The figure has the special ability to obscure his appearance to an enemy. Moreover, he has basic mimetic tools and clothes or camouflage gear made with a photosensitive material, a cheaper alternative to chameleonic tools, and knows how to use it with the maximum results in order to avoid discovery. In game terms, any miniature attacking a figure with Mimetism will have a -3 Modifier to his BS Attribute for ranged attacks.  	 Multispectral Visor L1	This allows the performance of Discovery or Shoot rolls without having to apply the Modifiers for CH: Mimetism, CH: Camouflage and Low Visibility Zones.  	 Multiterrain (Aquatic		 Desert or Jungle)		 		MULTI Sniper Rifle	Antipersonnel Mines	Knife	Pistol											
Bagh-Mari - Shotgun	pano.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280237-0218-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280237-0218.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Shock_Army_of_Acontecimento_logo.png	4	Yes	4-2	14	12	11	13	2	0	1	2	0	18	CH: Mimetism, Multispectral Visor L1, Multiterrain (Aquatic, Desert or Jungle)	CH: Mimetism	The figure has the special ability to obscure his appearance to an enemy. Moreover, he has basic mimetic tools and clothes or camouflage gear made with a photosensitive material, a cheaper alternative to chameleonic tools, and knows how to use it with the maximum results in order to avoid discovery. In game terms, any miniature attacking a figure with Mimetism will have a -3 Modifier to his BS Attribute for ranged attacks.  	 Multispectral Visor L1	This allows the performance of Discovery or Shoot rolls without having to apply the Modifiers for CH: Mimetism, CH: Camouflage and Low Visibility Zones.  	 Multiterrain (Aquatic		 Desert or Jungle)		 				Boarding Shotgun	Knife	Pistol												
Bagh-Mari	pano.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280237-0218-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280237-0218.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Shock_Army_of_Acontecimento_logo.png	4	Yes	4-2	14	12	11	13	2	0	1	2	0	22	CH: Mimetism, Multispectral Visor L1, Multiterrain (Aquatic, Desert or Jungle)	CH: Mimetism	The figure has the special ability to obscure his appearance to an enemy. Moreover, he has basic mimetic tools and clothes or camouflage gear made with a photosensitive material, a cheaper alternative to chameleonic tools, and knows how to use it with the maximum results in order to avoid discovery. In game terms, any miniature attacking a figure with Mimetism will have a -3 Modifier to his BS Attribute for ranged attacks.  	 Multispectral Visor L1	This allows the performance of Discovery or Shoot rolls without having to apply the Modifiers for CH: Mimetism, CH: Camouflage and Low Visibility Zones.  	 Multiterrain (Aquatic		 Desert or Jungle)		 				Combi Rifle	Light Shotgun	Knife	Pistol											
Bagh-Mari - HMG	pano.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280237-0218-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280237-0218.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Shock_Army_of_Acontecimento_logo.png	4	Yes	4-2	14	12	11	13	2	0	1	2	1.5	27	CH: Mimetism, Multispectral Visor L1, Multiterrain (Aquatic, Desert or Jungle)	CH: Mimetism	The figure has the special ability to obscure his appearance to an enemy. Moreover, he has basic mimetic tools and clothes or camouflage gear made with a photosensitive material, a cheaper alternative to chameleonic tools, and knows how to use it with the maximum results in order to avoid discovery. In game terms, any miniature attacking a figure with Mimetism will have a -3 Modifier to his BS Attribute for ranged attacks.  	 Multispectral Visor L1	This allows the performance of Discovery or Shoot rolls without having to apply the Modifiers for CH: Mimetism, CH: Camouflage and Low Visibility Zones.  	 Multiterrain (Aquatic		 Desert or Jungle)		 				HMG	Knife	Pistol												
Bagh-Mari - Hacker	pano.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280237-0218-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280237-0218.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Shock_Army_of_Acontecimento_logo.png	4	Yes	4-2	14	12	11	13	2	0	1	2	0.5	34	Hacker, Hacking Device, CH: Mimetism, Multispectral Visor L1, Multiterrain (Aquatic, Desert or Jungle)	Hacker		 Hacking Device	This allows computer attacks to be performed against other systems and devices and also to defend against a cyberattack. See Hacker combat rules for details. All Hacking Devices are Repeaters for the other Hackers of the same army. . The Hacking Device Plus has an additional advanced system of Localization-Identification-Liaison that works as a Forward Observer, but only within the Hacker's, or his Repeater's, Zone of Control (8 inches): LoF with the enemy is not required. In order to mark a target with the Hacker Device Plus Forward Observer function, it is necessary to spend an Order and pass a WIP Roll. The target can react by Dodging the marking of the Forward Observer Hacking Device Plus, provided he has LoF.	 CH: Mimetism	The figure has the special ability to obscure his appearance to an enemy. Moreover, he has basic mimetic tools and clothes or camouflage gear made with a photosensitive material, a cheaper alternative to chameleonic tools, and knows how to use it with the maximum results in order to avoid discovery. In game terms, any miniature attacking a figure with Mimetism will have a -3 Modifier to his BS Attribute for ranged attacks.  	 Multispectral Visor L1	This allows the performance of Discovery or Shoot rolls without having to apply the Modifiers for CH: Mimetism, CH: Camouflage and Low Visibility Zones.  	 Multiterrain (Aquatic		 Desert or Jungle)		Combi Rifle	Light Shotgun	Knife	Pistol											
Bagh-Mari - Lieutenant	pano.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280237-0218-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280237-0218.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Shock_Army_of_Acontecimento_logo.png	4	Yes	4-2	14	12	11	13	2	0	1	2	1	22	Lieutenant, CH: Mimetism, Multispectral Visor L1, Multiterrain (Aquatic, Desert or Jungle)	Lieutenant		 CH: Mimetism	The figure has the special ability to obscure his appearance to an enemy. Moreover, he has basic mimetic tools and clothes or camouflage gear made with a photosensitive material, a cheaper alternative to chameleonic tools, and knows how to use it with the maximum results in order to avoid discovery. In game terms, any miniature attacking a figure with Mimetism will have a -3 Modifier to his BS Attribute for ranged attacks.  	 Multispectral Visor L1	This allows the performance of Discovery or Shoot rolls without having to apply the Modifiers for CH: Mimetism, CH: Camouflage and Low Visibility Zones.  	 Multiterrain (Aquatic		 Desert or Jungle)		 		Combi Rifle	Light Shotgun	Knife	Pistol											
Bagh-Mari - Paramedic	pano.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280237-0218-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280237-0218.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Shock_Army_of_Acontecimento_logo.png	4	Yes	4-2	14	12	11	13	2	0	1	2	0	26	MediKit, CH: Mimetism, Multispectral Visor L1, Multiterrain (Aquatic, Desert or Jungle)	MediKit	This is a wound recovery medical device carried by all Paramedics. It is used to heal Unconscious miniatures. Using the MediKit is a Short Skill that requires a PH Roll with a -3 Modifier by the patient. If he fails his roll, he will immediately pass to the Dead state and will be removed from the game table. If he passes the roll, the patient recovers 1 Wound, automatically leaving the Unconscious state and contributing his Order again to the Orders Reserve of his army in the next active turn. With a MediKit, miniatures can be healed from the Unconscious state as many times as necessary, provided they pass their PH-3 Rolls. Human MediKits do not work on Aliens (Assault Packs, Dog-Warriors, etc.) and vice versa. The MediKit is the most frequent medical system of nano-injection on battlefields. There are several syringe models; the most modern being a device with the form of a gun, using a chamber with a magnetic coil. After introducing the nanotreatment cartridge and pulling the electric trigger, the magnetic field accelerator injects at high speed the medical nanobots suspended in the cartridge serum. Other versions of the MediKit are the hypo-spray, with a lower speed performance, or the archaic pneumatic pistols.  	 CH: Mimetism	The figure has the special ability to obscure his appearance to an enemy. Moreover, he has basic mimetic tools and clothes or camouflage gear made with a photosensitive material, a cheaper alternative to chameleonic tools, and knows how to use it with the maximum results in order to avoid discovery. In game terms, any miniature attacking a figure with Mimetism will have a -3 Modifier to his BS Attribute for ranged attacks.  	 Multispectral Visor L1	This allows the performance of Discovery or Shoot rolls without having to apply the Modifiers for CH: Mimetism, CH: Camouflage and Low Visibility Zones.  	 Multiterrain (Aquatic		 Desert or Jungle)		 		Combi Rifle	Light Shotgun	Knife	Pistol											
Akalis	pano.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280220-0112-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\PanO\280220-0112.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Shock_Army_of_Acontecimento_logo.png	5	No	4-2	14	13	11	13	2	0	1	3	0	23	AD: Combat Jump, Religious Troop	AD: Combat Jump	Figures with this special jump equipment are trained to descend at full speed over the battlefield surprising enemies with devastating sudden attacks. The active player can deploy a miniature with AD: Combat Jump at any point during the battle. The figure spends 1 Order (His own, not one from the Orders Reserve) and makes a PH Normal Roll. If successful he deploys to any point on the table nominated by his owner, facing in any direction desired. Dispersion: If he fails the PH roll, the miniature suffers a detour in his fall, deviating as many inches as the Failure Category multiplied by 2.5 (FC x 2.5). In order to determine in which direction the miniature deviates, a Circular Template is used. Place the Circular Template on the target point where the miniature was supposed to land, with the number 1 facing towards the centre of the table. The second digit of the dice Roll is used indicate the direction in which the miniature deviate. If deviation prompts the figure to fall outside the battlefield, he will have to spend an extra Order from the Order Reserve to appear on the border of the game table at the point where he would have left. A figure cannot nominate as jump target the interior of a Smoke zone, or in Impassable Terrain or Zones of Low or Zero Visibility. The landing zone is of the same size as a Circular Template and must be free of scenery elements. The figure with Combat Jump can land on any point in the landing zone but the whole of its base must be in the interior of the Circular Template. A figure cannot land in base to base contact with another miniature. If a Coordinated Order is used to perform a Combat Jump, all the miniatures participating must choose the same template as their landing point. Those failing their PH Roll will be dispersed individually. Figures possessing Combat Jump can also deploy themselves, if they wish to, as if they possessed the preceding levels in AD.  Remotes with Combat Jump will have to perform a PH Roll in order to jump. PH determines the automation and programming level of their jumps.  Impetuous Figures with Combat Jump will have to use their Impetuous Order to perform their jump. If they do not want to jump immediately, at the beginning of the turn they must spend an Order from their army's Orders Reserve in order to stop each impetuous figure from deploying with their Impetuous Order.	 Religious Troop	The beliefs and teachings of his leaders have turned the miniature into an able warrior, with an unswerving faith that allows him to keep firm when others desist. This Special Skill functions automatically and allows the figure to keep his Order for himself after losing his Lieutenant, in addition to the minimum Orders due to Loss of Lieutenant. In addition the miniature may choose not be affected by the rules of Retreat! If all a player's figures are Religious, then two of them may give up their Orders to elect a new Lieutenant. Otherwise they may continue operating using only their own Orders.  	 								Combi Rifle	CCW	Pistol												
