UnitNameValue	GIMPTemplate	UnitIcon	UnitPortrait	TrainingIcon	ImpIcon	SectorialSymbol	SectorialAVA	SectorialLinkable	MOVValue	CCValue	BSValue	PHValue	WIPValue	ARMValue	BTSValue	WValue	AVAValue	SWCCost	UnitCost	UnitNotesValue	Ability1Title	Ability1Text	Ability2Title	Ability2Text	Ability3Title	Ability3Text	Ability4Title	Ability4Text	Ability5Title	Ability5Text	Ability6Title	Ability6Text	Weapon1Value	Weapon2Value	Weapon3Value	Weapon4Value	Weapon5Value	InactiveMOVValue	InactiveCCValue	InactiveBSValue	InactivePHValue	InactiveWIPValue	InactiveARMValue	InactiveBTSValue	InactiveWValue
Zhanshi - HMG	yujing.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\YuJing\280310-0026-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\YuJing\280310-0026.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png					4-4	14	11	10	13	1	0	1	T	1	20														HMG	Knife	Pistol												
Zhanshi - Grenadier	yujing.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\YuJing\280310-0026-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\YuJing\280310-0026.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png					4-4	14	11	10	13	1	0	1	T	1	16														Light GL	Combi Rifle	Knife	Pistol											
Zhanshi - Sniper	yujing.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\YuJing\280310-0026-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\YuJing\280310-0026.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png					4-4	14	11	10	13	1	0	1	T	1.5	25														MULTI Sniper Rifle	Knife	Pistol												
Zhanshi - Missile	yujing.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\YuJing\280310-0026-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\YuJing\280310-0026.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png					4-4	14	11	10	13	1	0	1	T	1	27														Missile Launcher	Knife	Pistol												
Zhanshi - Hacker	yujing.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\YuJing\280310-0026-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\YuJing\280310-0026.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png					4-4	14	11	10	13	1	0	1	T	0.5	23	Hacker, Hacking Device	Hacker		 Hacking Device	This allows computer attacks to be performed against other systems and devices and also to defend against a cyberattack. See Hacker combat rules for details. All Hacking Devices are Repeaters for the other Hackers of the same army. . The Hacking Device Plus has an additional advanced system of Localization-Identification-Liaison that works as a Forward Observer, but only within the Hacker's, or his Repeater's, Zone of Control (8 inches): LoF with the enemy is not required. In order to mark a target with the Hacker Device Plus Forward Observer function, it is necessary to spend an Order and pass a WIP Roll. The target can react by Dodging the marking of the Forward Observer Hacking Device Plus, provided he has LoF.	 								Combi Rifle	Knife	Pistol												
Zhanshi - Paramedic	yujing.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\YuJing\280310-0026-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\YuJing\280310-0026.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png					4-4	14	11	10	13	1	0	1	T	0	15	MediKit	MediKit	This is a wound recovery medical device carried by all Paramedics. It is used to heal Unconscious miniatures. Using the MediKit is a Short Skill that requires a PH Roll with a -3 Modifier by the patient. If he fails his roll, he will immediately pass to the Dead state and will be removed from the game table. If he passes the roll, the patient recovers 1 Wound, automatically leaving the Unconscious state and contributing his Order again to the Orders Reserve of his army in the next active turn. With a MediKit, miniatures can be healed from the Unconscious state as many times as necessary, provided they pass their PH-3 Rolls. Human MediKits do not work on Aliens (Assault Packs, Dog-Warriors, etc.) and vice versa. The MediKit is the most frequent medical system of nano-injection on battlefields. There are several syringe models; the most modern being a device with the form of a gun, using a chamber with a magnetic coil. After introducing the nanotreatment cartridge and pulling the electric trigger, the magnetic field accelerator injects at high speed the medical nanobots suspended in the cartridge serum. Other versions of the MediKit are the hypo-spray, with a lower speed performance, or the archaic pneumatic pistols.  	 										Combi Rifle	Knife	Pistol												
Zhanshi - Lieutenant	yujing.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\YuJing\280310-0026-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\YuJing\280310-0026.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png					4-4	14	11	10	13	1	0	1	T	1	11	Lieutenant	Lieutenant		 										Combi Rifle	Knife	Pistol												
Tiger Soldiers	yujing.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\YuJing\280321-0107-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\YuJing\280321-0107.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png					4-2	15	13	12	14	2	0	1	3	0	27	AD: Combat Jump or Multiterrain, CH: Mimetism	AD: Combat Jump or Multiterrain		 CH: Mimetism	The figure has the special ability to obscure his appearance to an enemy. Moreover, he has basic mimetic tools and clothes or camouflage gear made with a photosensitive material, a cheaper alternative to chameleonic tools, and knows how to use it with the maximum results in order to avoid discovery. In game terms, any miniature attacking a figure with Mimetism will have a -3 Modifier to his BS Attribute for ranged attacks.  	 								Combi Rifle	Light Flamethrower	Knife	Pistol											
Tiger Soldiers - HMG	yujing.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\YuJing\280321-0107-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\YuJing\280321-0107.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png					4-2	15	13	12	14	2	0	1	3	1.5	35	AD: Combat Jump or Multiterrain, CH: Mimetism	AD: Combat Jump or Multiterrain		 CH: Mimetism	The figure has the special ability to obscure his appearance to an enemy. Moreover, he has basic mimetic tools and clothes or camouflage gear made with a photosensitive material, a cheaper alternative to chameleonic tools, and knows how to use it with the maximum results in order to avoid discovery. In game terms, any miniature attacking a figure with Mimetism will have a -3 Modifier to his BS Attribute for ranged attacks.  	 								HMG	Knife	Pistol												
Tiger Soldiers - Shotgun	yujing.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\YuJing\280321-0107-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\YuJing\280321-0107.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png					4-2	15	13	12	14	2	0	1	3	0	26	AD: Combat Jump or Multiterrain, CH: Mimetism	AD: Combat Jump or Multiterrain		 CH: Mimetism	The figure has the special ability to obscure his appearance to an enemy. Moreover, he has basic mimetic tools and clothes or camouflage gear made with a photosensitive material, a cheaper alternative to chameleonic tools, and knows how to use it with the maximum results in order to avoid discovery. In game terms, any miniature attacking a figure with Mimetism will have a -3 Modifier to his BS Attribute for ranged attacks.  	 								Boarding Shotgun	Knife	Pistol												
Tiger Soldiers - Sniper	yujing.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\YuJing\280321-0107-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\YuJing\280321-0107.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png					4-2	15	13	12	14	2	0	1	3	1.5	40	AD: Combat Jump or Multiterrain, CH: Mimetism	AD: Combat Jump or Multiterrain		 CH: Mimetism	The figure has the special ability to obscure his appearance to an enemy. Moreover, he has basic mimetic tools and clothes or camouflage gear made with a photosensitive material, a cheaper alternative to chameleonic tools, and knows how to use it with the maximum results in order to avoid discovery. In game terms, any miniature attacking a figure with Mimetism will have a -3 Modifier to his BS Attribute for ranged attacks.  	 								MULTI Sniper Rifle	Knife	Pistol												
Tiger Soldiers - Hacker	yujing.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\YuJing\280321-0107-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\YuJing\280321-0107.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png					4-2	15	13	12	14	2	0	1	3	0.5	39	Hacker, Hacking Device, AD: Combat Jump or Multiterrain, CH: Mimetism	Hacker		 Hacking Device	This allows computer attacks to be performed against other systems and devices and also to defend against a cyberattack. See Hacker combat rules for details. All Hacking Devices are Repeaters for the other Hackers of the same army. . The Hacking Device Plus has an additional advanced system of Localization-Identification-Liaison that works as a Forward Observer, but only within the Hacker's, or his Repeater's, Zone of Control (8 inches): LoF with the enemy is not required. In order to mark a target with the Hacker Device Plus Forward Observer function, it is necessary to spend an Order and pass a WIP Roll. The target can react by Dodging the marking of the Forward Observer Hacking Device Plus, provided he has LoF.	 AD: Combat Jump or Multiterrain		 CH: Mimetism	The figure has the special ability to obscure his appearance to an enemy. Moreover, he has basic mimetic tools and clothes or camouflage gear made with a photosensitive material, a cheaper alternative to chameleonic tools, and knows how to use it with the maximum results in order to avoid discovery. In game terms, any miniature attacking a figure with Mimetism will have a -3 Modifier to his BS Attribute for ranged attacks.  	 				Combi Rifle	Light Flamethrower	Knife	Pistol											
Tiger Soldiers - Paramedic	yujing.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\YuJing\280321-0107-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\YuJing\280321-0107.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png					4-2	15	13	12	14	2	0	1	3	0	31	MediKit, AD: Combat Jump or Multiterrain, CH: Mimetism	MediKit	This is a wound recovery medical device carried by all Paramedics. It is used to heal Unconscious miniatures. Using the MediKit is a Short Skill that requires a PH Roll with a -3 Modifier by the patient. If he fails his roll, he will immediately pass to the Dead state and will be removed from the game table. If he passes the roll, the patient recovers 1 Wound, automatically leaving the Unconscious state and contributing his Order again to the Orders Reserve of his army in the next active turn. With a MediKit, miniatures can be healed from the Unconscious state as many times as necessary, provided they pass their PH-3 Rolls. Human MediKits do not work on Aliens (Assault Packs, Dog-Warriors, etc.) and vice versa. The MediKit is the most frequent medical system of nano-injection on battlefields. There are several syringe models; the most modern being a device with the form of a gun, using a chamber with a magnetic coil. After introducing the nanotreatment cartridge and pulling the electric trigger, the magnetic field accelerator injects at high speed the medical nanobots suspended in the cartridge serum. Other versions of the MediKit are the hypo-spray, with a lower speed performance, or the archaic pneumatic pistols.  	 AD: Combat Jump or Multiterrain		 CH: Mimetism	The figure has the special ability to obscure his appearance to an enemy. Moreover, he has basic mimetic tools and clothes or camouflage gear made with a photosensitive material, a cheaper alternative to chameleonic tools, and knows how to use it with the maximum results in order to avoid discovery. In game terms, any miniature attacking a figure with Mimetism will have a -3 Modifier to his BS Attribute for ranged attacks.  	 						Combi Rifle	Light Flamethrower	Knife	Pistol											
Tiger Soldiers - Lieutenant	yujing.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\YuJing\280321-0107-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\YuJing\280321-0107.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png					4-2	15	13	12	14	2	0	1	3	1	27	Lieutenant, AD: Combat Jump or Multiterrain, CH: Mimetism	Lieutenant		 AD: Combat Jump or Multiterrain		 CH: Mimetism	The figure has the special ability to obscure his appearance to an enemy. Moreover, he has basic mimetic tools and clothes or camouflage gear made with a photosensitive material, a cheaper alternative to chameleonic tools, and knows how to use it with the maximum results in order to avoid discovery. In game terms, any miniature attacking a figure with Mimetism will have a -3 Modifier to his BS Attribute for ranged attacks.  	 						Combi Rifle	Light Flamethrower	Knife	Pistol											
Invincibles	yujing.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\YuJing\280306-0022-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\YuJing\280306-0022.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png					4-2	16	13	14	13	4	-3	2	4	0	42														MULTI Rifle	CCW	Pistol												
Invincibles - HMG	yujing.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\YuJing\280306-0022-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\YuJing\280306-0022.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png					4-2	16	13	14	13	4	-3	2	4	2	43														HMG	CCW	Pistol												
Invincibles - Shotgun	yujing.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\YuJing\280306-0022-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\YuJing\280306-0022.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png					4-2	16	13	14	13	4	-3	2	4	0	34														Boarding Shotgun	CCW	Pistol												
Invincibles - Lieutenant	yujing.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\YuJing\280306-0022-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\YuJing\280306-0022.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png					4-2	16	13	14	13	4	-3	2	4	0	42	Lieutenant	Lieutenant		 										MULTI Rifle	CCW	Pistol												
Wu Ming	yujing.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\YuJing\280319-0093-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\YuJing\280319-0093.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Imperial_Service_logo.png	5	Yes	4-2	16	13	14	13	4	-3	2	1	0	47														MULTI Rifle	Light GL	Pistol	CCW											
Wu Ming - HMG	yujing.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\YuJing\280319-0093-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\YuJing\280319-0093.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Imperial_Service_logo.png	5	Yes	4-2	16	13	14	13	4	-3	2	1	2	43														HMG	Pistol	CCW												
Wu Ming - Shotgun	yujing.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\YuJing\280319-0093-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\YuJing\280319-0093.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Imperial_Service_logo.png	5	Yes	4-2	16	13	14	13	4	-3	2	1	0	36														Boarding Shotgun	Grenades	Pistol	CCW											
Wu Ming - Combi	yujing.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\YuJing\280319-0093-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\YuJing\280319-0093.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Imperial_Service_logo.png	5	Yes	4-2	16	13	14	13	4	-3	2	1	0	36														Combi Rifle	E/Mitter	Pistol	Knife											
Wu Ming - LRL	yujing.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\YuJing\280319-0093-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\YuJing\280319-0093.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Imperial_Service_logo.png	5	Yes	4-2	16	13	14	13	4	-3	2	1	1	45														Combi Rifle	Light Rocket Launcher	Pistol	Knife											
