UnitNameValue	GIMPTemplate	UnitIcon	UnitPortrait	TrainingIcon	ImpIcon	SectorialSymbol	SectorialAVA	SectorialLinkable	MOVValue	CCValue	BSValue	PHValue	WIPValue	ARMValue	BTSValue	WValue	AVAValue	SWCCost	UnitCost	UnitNotesValue	Ability1Title	Ability1Text	Ability2Title	Ability2Text	Ability3Title	Ability3Text	Ability4Title	Ability4Text	Ability5Title	Ability5Text	Ability6Title	Ability6Text	Weapon1Value	Weapon2Value	Weapon3Value	Weapon4Value	Weapon5Value	InactiveMOVValue	InactiveCCValue	InactiveBSValue	InactivePHValue	InactiveWIPValue	InactiveARMValue	InactiveBTSValue	InactiveWValue
Ghulam - Missile	haqq.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Haqqis\280427-0155-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Haqqis\280427-0155.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Hassassin_Bahram_logo.png	4	Yes	4-4	13	11	10	14	1	0	1	T	1	28														Missile Launcher	Knife	Pistol												
Ghulam - Grenadier	haqq.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Haqqis\280427-0155-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Haqqis\280427-0155.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Hassassin_Bahram_logo.png	4	Yes	4-4	13	11	10	14	1	0	1	T	1	14														Rifle	Light GL	Knife	Pistol											
Ghulam - Sniper	haqq.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Haqqis\280427-0155-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Haqqis\280427-0155.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Hassassin_Bahram_logo.png	4	Yes	4-4	13	11	10	14	1	0	1	T	0.5	18														Sniper Rifle	Knife	Pistol												
Ghulam - Rocket	haqq.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Haqqis\280427-0155-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Haqqis\280427-0155.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Hassassin_Bahram_logo.png	4	Yes	4-4	13	11	10	14	1	0	1	T	0.5	16														Panzerfaust	Rifle	Light Shotgun	Knife	Pistol										
Ghulam - Lieutenant	haqq.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Haqqis\280427-0155-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Haqqis\280427-0155.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Hassassin_Bahram_logo.png	4	Yes	4-4	13	11	10	14	1	0	1	T	0	13	Lieutenant	Lieutenant		 										Rifle	Light Shotgun	Knife	Pistol											
Ghulam - Doctor	haqq.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Haqqis\280427-0155-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Haqqis\280427-0155.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Hassassin_Bahram_logo.png	4	Yes	4-4	13	11	10	14	1	0	1	T	0	17	Doctor	Doctor	The miniature is a qualified doctor, with complete training in combat medicine and is a specialist in saving his companions from death. Doctor is a Short Skill that allows the miniature, when in base contact, after passing a WIP Roll, to make his patient pass from the Unconscious state to Normal, with a single Wound. If he fails the WIP Roll, the figure is considered to be Dead and is removed from the game table. Miniatures can be healed as many times as necessary, provided that the WIP rolls are successful. A miniature that has been healed can also benefit later from a MediKit, AutoMediKit, or Regeneration, and vice versa. A figure must be in base to base contact with a patient to use the Doctor Special Skill. A Doctor with the Special Skill V: No Wound Incapacitation who has suffered one Wound can try to heal himself but if he fails the WIP roll he will die automatically.  	 										Rifle	Light Shotgun	Knife	Pistol											
Naffatun	haqq.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Haqqis\280416-0091-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Haqqis\280416-0091.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png					4-4	13	11	10	14	1	0	1	T	0	12														Rifle	Heavy Flamethrower	Knife	Pistol											
Naffatun - Light	haqq.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Haqqis\280416-0091-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Haqqis\280416-0091.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png					4-4	13	11	10	14	1	0	1	T	0	10														Rifle	Light Flamethrower	Knife	Pistol											
Naffatun - Lieutenant	haqq.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Haqqis\280416-0091-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Haqqis\280416-0091.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png					4-4	13	11	10	14	1	0	1	T	2	12	Lieutenant	Lieutenant		 										Rifle	Heavy Flamethrower	Knife	Pistol											
Halqa	haqq.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Haqqis\280426-0149-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Haqqis\280426-0149.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png					4-4	13	11	10	14	1	0	1	T	0	16	Mechanized Deployment	Mechanized Deployment	The figure belongs to the Mechanized Infantry corps, whose armoured vehicles allow them to move ahead to cover the advance of their companions. During the deployment phase a miniature with Mechanized Deployment can be deployed in any part of the half of the game table corresponding to his side. All the figures with Mechanized Deployment must be placed in the same 8 inch radius area with a central figure as a reference, as if they just jumped off a vehicle.  	 										Rifle	Light Shotgun	Knife	Pistol											
Halqa - Hacker	haqq.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Haqqis\280426-0149-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Haqqis\280426-0149.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png					4-4	13	11	10	14	1	0	1	T	0.5	28	Hacker, Hacking Device, Mechanized Deployment	Hacker		 Hacking Device	This allows computer attacks to be performed against other systems and devices and also to defend against a cyberattack. See Hacker combat rules for details. All Hacking Devices are Repeaters for the other Hackers of the same army. . The Hacking Device Plus has an additional advanced system of Localization-Identification-Liaison that works as a Forward Observer, but only within the Hacker's, or his Repeater's, Zone of Control (8 inches): LoF with the enemy is not required. In order to mark a target with the Hacker Device Plus Forward Observer function, it is necessary to spend an Order and pass a WIP Roll. The target can react by Dodging the marking of the Forward Observer Hacking Device Plus, provided he has LoF.	 Mechanized Deployment	The figure belongs to the Mechanized Infantry corps, whose armoured vehicles allow them to move ahead to cover the advance of their companions. During the deployment phase a miniature with Mechanized Deployment can be deployed in any part of the half of the game table corresponding to his side. All the figures with Mechanized Deployment must be placed in the same 8 inch radius area with a central figure as a reference, as if they just jumped off a vehicle.  	 						Rifle	Light Shotgun	Knife	Pistol											
Halqa - Doctor	haqq.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Haqqis\280426-0149-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Haqqis\280426-0149.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png					4-4	13	11	10	14	1	0	1	T	0	20	Doctor, Mechanized Deployment	Doctor	The miniature is a qualified doctor, with complete training in combat medicine and is a specialist in saving his companions from death. Doctor is a Short Skill that allows the miniature, when in base contact, after passing a WIP Roll, to make his patient pass from the Unconscious state to Normal, with a single Wound. If he fails the WIP Roll, the figure is considered to be Dead and is removed from the game table. Miniatures can be healed as many times as necessary, provided that the WIP rolls are successful. A miniature that has been healed can also benefit later from a MediKit, AutoMediKit, or Regeneration, and vice versa. A figure must be in base to base contact with a patient to use the Doctor Special Skill. A Doctor with the Special Skill V: No Wound Incapacitation who has suffered one Wound can try to heal himself but if he fails the WIP roll he will die automatically.  	 Mechanized Deployment	The figure belongs to the Mechanized Infantry corps, whose armoured vehicles allow them to move ahead to cover the advance of their companions. During the deployment phase a miniature with Mechanized Deployment can be deployed in any part of the half of the game table corresponding to his side. All the figures with Mechanized Deployment must be placed in the same 8 inch radius area with a central figure as a reference, as if they just jumped off a vehicle.  	 								Rifle	Light Shotgun	Knife	Pistol											
Halqa - Observer	haqq.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Haqqis\280426-0149-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Haqqis\280426-0149.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png					4-4	13	11	10	14	1	0	1	T	0	19	Forward Observer, Mechanized Deployment	Forward Observer	Forward Observer is a Short Skill. A Forward Observer in LoF with an enemy will be able to mark him after passing a WIP roll (Face to Face, or Normal, depending on the case), modified by Covers, Distance, Camouflage and Hiding Special Skill, or an Optical Disruptor Device. Distance Modifiers for marking with Forward Observer are applied as per the following table: There are two types of attacks that can be made as a result of the marking by a Forward Observer:   Speculative: When the Forward Observer passes his WIP Roll, the target remains marked for any other comrade that wants to shoot at that target, and the Speculative Fire Modifier is not applied.   Guided: When the Forward Observer passes his WIP Roll the target will remain marked for any other comrade possessing a weapon with Guided Ammunition. This figure will be able to use the Short Skill Ballistic Skills to hit the marked miniature without a roll required, as the WIP Roll of the Observer substitutes.   A miniature marked by a Forward Observer will be considered as marked until the end of the turn of the player possessing the Observer that marked it. The special equipment of Forward Observers allows them to use the Flash Pulse.  	 Mechanized Deployment	The figure belongs to the Mechanized Infantry corps, whose armoured vehicles allow them to move ahead to cover the advance of their companions. During the deployment phase a miniature with Mechanized Deployment can be deployed in any part of the half of the game table corresponding to his side. All the figures with Mechanized Deployment must be placed in the same 8 inch radius area with a central figure as a reference, as if they just jumped off a vehicle.  	 								Forward Observer	Flash Pulse	Rifle	Light Shotgun	Knife										
Halqa - HMG	haqq.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Haqqis\280426-0149-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Haqqis\280426-0149.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png					4-4	13	11	10	14	1	0	1	T	1	24	Mechanized Deployment	Mechanized Deployment	The figure belongs to the Mechanized Infantry corps, whose armoured vehicles allow them to move ahead to cover the advance of their companions. During the deployment phase a miniature with Mechanized Deployment can be deployed in any part of the half of the game table corresponding to his side. All the figures with Mechanized Deployment must be placed in the same 8 inch radius area with a central figure as a reference, as if they just jumped off a vehicle.  	 										HMG	Knife	Pistol												
Halqa - Missile	haqq.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Haqqis\280426-0149-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Haqqis\280426-0149.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png					4-4	13	11	10	14	1	0	1	T	1	30	Mechanized Deployment	Mechanized Deployment	The figure belongs to the Mechanized Infantry corps, whose armoured vehicles allow them to move ahead to cover the advance of their companions. During the deployment phase a miniature with Mechanized Deployment can be deployed in any part of the half of the game table corresponding to his side. All the figures with Mechanized Deployment must be placed in the same 8 inch radius area with a central figure as a reference, as if they just jumped off a vehicle.  	 										Missile Launcher	Knife	Pistol												
Halqa - Grenadier	haqq.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Haqqis\280426-0149-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Haqqis\280426-0149.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png					4-4	13	11	10	14	1	0	1	T	1	18	Mechanized Deployment	Mechanized Deployment	The figure belongs to the Mechanized Infantry corps, whose armoured vehicles allow them to move ahead to cover the advance of their companions. During the deployment phase a miniature with Mechanized Deployment can be deployed in any part of the half of the game table corresponding to his side. All the figures with Mechanized Deployment must be placed in the same 8 inch radius area with a central figure as a reference, as if they just jumped off a vehicle.  	 										Rifle	Light GL	Knife	Pistol											
Halqa - Lieutenant	haqq.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Haqqis\280426-0149-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Haqqis\280426-0149.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png					4-4	13	11	10	14	1	0	1	T	1	16	Lieutenant, Mechanized Deployment	Lieutenant		 Mechanized Deployment	The figure belongs to the Mechanized Infantry corps, whose armoured vehicles allow them to move ahead to cover the advance of their companions. During the deployment phase a miniature with Mechanized Deployment can be deployed in any part of the half of the game table corresponding to his side. All the figures with Mechanized Deployment must be placed in the same 8 inch radius area with a central figure as a reference, as if they just jumped off a vehicle.  	 								Rifle	Light Shotgun	Knife	Pistol											
Khawarijs	haqq.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Haqqis\280445-0289-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Haqqis\280445-0289.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png					4-4	15	12	13	15	1	0	1	1	0	27	Religious Troop, Shock Immunity, Super-Jump	Religious Troop	The beliefs and teachings of his leaders have turned the miniature into an able warrior, with an unswerving faith that allows him to keep firm when others desist. This Special Skill functions automatically and allows the figure to keep his Order for himself after losing his Lieutenant, in addition to the minimum Orders due to Loss of Lieutenant. In addition the miniature may choose not be affected by the rules of Retreat! If all a player's figures are Religious, then two of them may give up their Orders to elect a new Lieutenant. Otherwise they may continue operating using only their own Orders.  	 Shock Immunity	Shock Immunity: The miniature is immune to Shock Ammunition and Shock weapons, ignoring their special effect and considering them as normal weapons and Ammunition.  	 Super-Jump	These miniatures are genetically, artificially, or evolutionarily designed to perform jumps of astonishing length and height. This Special Skill works automatically. It allows the miniature to move in a vertical, diagonal, or horizontal jump as many inches as indicated in his MOV, without having to make a PH Roll. Super-Jump is a Special Short Movement Skill that can be combined with other Short Skills. For example, with Super-Jump, the figure can shoot while flying through the air and this will be considered an Order of the Move+BS type. Also, when the miniature moves in a normal way he will be able to avoid any obstacle of his height or less without any Movement restriction. To calculate the Falling Damage taken by miniatures with SuperJump, the sum of both values of his MOV Attribute is subtracted from the distance and the result multiplied by 2.5. For example: a miniature with Super-Jump with MOV 4-4, that jumps from a terrace to the floor from a height of 10 inches will only have to make an ARM Roll against Damage 5 (distance of 10 minus MOV 4+4 = 2, multiplied by 2.5 to give 5).  	 						Grenades	Light Shotgun	Rifle	Pistol	CCW										
Khawarijs - AP CCW	haqq.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Haqqis\280445-0289-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Haqqis\280445-0289.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png					4-4	15	12	13	15	1	0	1	1	0	29	Religious Troop, Shock Immunity, Super-Jump	Religious Troop	The beliefs and teachings of his leaders have turned the miniature into an able warrior, with an unswerving faith that allows him to keep firm when others desist. This Special Skill functions automatically and allows the figure to keep his Order for himself after losing his Lieutenant, in addition to the minimum Orders due to Loss of Lieutenant. In addition the miniature may choose not be affected by the rules of Retreat! If all a player's figures are Religious, then two of them may give up their Orders to elect a new Lieutenant. Otherwise they may continue operating using only their own Orders.  	 Shock Immunity	Shock Immunity: The miniature is immune to Shock Ammunition and Shock weapons, ignoring their special effect and considering them as normal weapons and Ammunition.  	 Super-Jump	These miniatures are genetically, artificially, or evolutionarily designed to perform jumps of astonishing length and height. This Special Skill works automatically. It allows the miniature to move in a vertical, diagonal, or horizontal jump as many inches as indicated in his MOV, without having to make a PH Roll. Super-Jump is a Special Short Movement Skill that can be combined with other Short Skills. For example, with Super-Jump, the figure can shoot while flying through the air and this will be considered an Order of the Move+BS type. Also, when the miniature moves in a normal way he will be able to avoid any obstacle of his height or less without any Movement restriction. To calculate the Falling Damage taken by miniatures with SuperJump, the sum of both values of his MOV Attribute is subtracted from the distance and the result multiplied by 2.5. For example: a miniature with Super-Jump with MOV 4-4, that jumps from a terrace to the floor from a height of 10 inches will only have to make an ARM Roll against Damage 5 (distance of 10 minus MOV 4+4 = 2, multiplied by 2.5 to give 5).  	 						Grenades	Light Shotgun	Rifle	Pistol	AP CCW										
