UnitNameValue	GIMPTemplate	UnitIcon	UnitPortrait	TrainingIcon	ImpIcon	SectorialSymbol	SectorialAVA	SectorialLinkable	MOVValue	CCValue	BSValue	PHValue	WIPValue	ARMValue	BTSValue	WValue	AVAValue	SWCCost	UnitCost	UnitNotesValue	Ability1Title	Ability1Text	Ability2Title	Ability2Text	Ability3Title	Ability3Text	Ability4Title	Ability4Text	Ability5Title	Ability5Text	Ability6Title	Ability6Text	Weapon1Value	Weapon2Value	Weapon3Value	Weapon4Value	Weapon5Value	InactiveMOVValue	InactiveCCValue	InactiveBSValue	InactivePHValue	InactiveWIPValue	InactiveARMValue	InactiveBTSValue	InactiveWValue
Securitate - HMG	nomads.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Nomads\280520-0122-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Nomads\280520-0122.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png					4-4	13	12	10	14	1	0	1	4	1	28	Repeater, Sixth Sense L2	Repeater	Hacking range amplification system. This allows Hackers to use their skill in a radius of 8 inches around the Repeater. The Hacker can be at any distance from the Repeater, and he does not need to keep a LoF with it. This is a Special Skill that functions automatically and does not need the spending of any Orders to work. The Repeater can only be used by Hackers of the same army, or an allied one.  	 Sixth Sense L2	Allows the miniature to react in a simultaneous fashion to attacks (Not to movements or any other actions) by Impersonators, Camouflaged and TO Camouflaged figures and enemies hidden by a Zero Visibility Zone in LoF, no matter the distance and the blocking of LoF by Zero Visibility Zones and not applying its -6 Modifier. The miniature can also react simultaneously to any attack performed against it out of its LoF. This Special Skill functions automatically (you will not need to spend any Order or make any roll).  	 								HMG	Knife	Pistol												
Securitate - Sniper	nomads.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Nomads\280520-0122-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Nomads\280520-0122.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png					4-4	13	12	10	14	1	0	1	4	1.5	33	Repeater, Sixth Sense L2	Repeater	Hacking range amplification system. This allows Hackers to use their skill in a radius of 8 inches around the Repeater. The Hacker can be at any distance from the Repeater, and he does not need to keep a LoF with it. This is a Special Skill that functions automatically and does not need the spending of any Orders to work. The Repeater can only be used by Hackers of the same army, or an allied one.  	 Sixth Sense L2	Allows the miniature to react in a simultaneous fashion to attacks (Not to movements or any other actions) by Impersonators, Camouflaged and TO Camouflaged figures and enemies hidden by a Zero Visibility Zone in LoF, no matter the distance and the blocking of LoF by Zero Visibility Zones and not applying its -6 Modifier. The miniature can also react simultaneously to any attack performed against it out of its LoF. This Special Skill functions automatically (you will not need to spend any Order or make any roll).  	 								MULTI Sniper Rifle	Knife	Pistol												
Securitate - Hacker	nomads.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Nomads\280520-0122-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Nomads\280520-0122.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png					4-4	13	12	10	14	1	0	1	4	0.5	32	Hacker, Hacking Device, Repeater, Sixth Sense L2	Hacker		 Hacking Device	This allows computer attacks to be performed against other systems and devices and also to defend against a cyberattack. See Hacker combat rules for details. All Hacking Devices are Repeaters for the other Hackers of the same army. . The Hacking Device Plus has an additional advanced system of Localization-Identification-Liaison that works as a Forward Observer, but only within the Hacker's, or his Repeater's, Zone of Control (8 inches): LoF with the enemy is not required. In order to mark a target with the Hacker Device Plus Forward Observer function, it is necessary to spend an Order and pass a WIP Roll. The target can react by Dodging the marking of the Forward Observer Hacking Device Plus, provided he has LoF.	 Repeater	Hacking range amplification system. This allows Hackers to use their skill in a radius of 8 inches around the Repeater. The Hacker can be at any distance from the Repeater, and he does not need to keep a LoF with it. This is a Special Skill that functions automatically and does not need the spending of any Orders to work. The Repeater can only be used by Hackers of the same army, or an allied one.  	 Sixth Sense L2	Allows the miniature to react in a simultaneous fashion to attacks (Not to movements or any other actions) by Impersonators, Camouflaged and TO Camouflaged figures and enemies hidden by a Zero Visibility Zone in LoF, no matter the distance and the blocking of LoF by Zero Visibility Zones and not applying its -6 Modifier. The miniature can also react simultaneously to any attack performed against it out of its LoF. This Special Skill functions automatically (you will not need to spend any Order or make any roll).  	 				Combi Rifle	Light Shotgun	Knife	Pistol											
Securitate - Paramedic	nomads.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Nomads\280520-0122-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Nomads\280520-0122.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png					4-4	13	12	10	14	1	0	1	4	0	27	MediKit, Repeater, Sixth Sense L2	MediKit	This is a wound recovery medical device carried by all Paramedics. It is used to heal Unconscious miniatures. Using the MediKit is a Short Skill that requires a PH Roll with a -3 Modifier by the patient. If he fails his roll, he will immediately pass to the Dead state and will be removed from the game table. If he passes the roll, the patient recovers 1 Wound, automatically leaving the Unconscious state and contributing his Order again to the Orders Reserve of his army in the next active turn. With a MediKit, miniatures can be healed from the Unconscious state as many times as necessary, provided they pass their PH-3 Rolls. Human MediKits do not work on Aliens (Assault Packs, Dog-Warriors, etc.) and vice versa. The MediKit is the most frequent medical system of nano-injection on battlefields. There are several syringe models; the most modern being a device with the form of a gun, using a chamber with a magnetic coil. After introducing the nanotreatment cartridge and pulling the electric trigger, the magnetic field accelerator injects at high speed the medical nanobots suspended in the cartridge serum. Other versions of the MediKit are the hypo-spray, with a lower speed performance, or the archaic pneumatic pistols.  	 Repeater	Hacking range amplification system. This allows Hackers to use their skill in a radius of 8 inches around the Repeater. The Hacker can be at any distance from the Repeater, and he does not need to keep a LoF with it. This is a Special Skill that functions automatically and does not need the spending of any Orders to work. The Repeater can only be used by Hackers of the same army, or an allied one.  	 Sixth Sense L2	Allows the miniature to react in a simultaneous fashion to attacks (Not to movements or any other actions) by Impersonators, Camouflaged and TO Camouflaged figures and enemies hidden by a Zero Visibility Zone in LoF, no matter the distance and the blocking of LoF by Zero Visibility Zones and not applying its -6 Modifier. The miniature can also react simultaneously to any attack performed against it out of its LoF. This Special Skill functions automatically (you will not need to spend any Order or make any roll).  	 						Combi Rifle	Light Shotgun	Knife	Pistol											
Securitate - Lieutenant	nomads.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Nomads\280520-0122-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Nomads\280520-0122.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png					4-4	13	12	10	14	1	0	1	4	0	23	Lieutenant, Repeater, Sixth Sense L2	Lieutenant		 Repeater	Hacking range amplification system. This allows Hackers to use their skill in a radius of 8 inches around the Repeater. The Hacker can be at any distance from the Repeater, and he does not need to keep a LoF with it. This is a Special Skill that functions automatically and does not need the spending of any Orders to work. The Repeater can only be used by Hackers of the same army, or an allied one.  	 Sixth Sense L2	Allows the miniature to react in a simultaneous fashion to attacks (Not to movements or any other actions) by Impersonators, Camouflaged and TO Camouflaged figures and enemies hidden by a Zero Visibility Zone in LoF, no matter the distance and the blocking of LoF by Zero Visibility Zones and not applying its -6 Modifier. The miniature can also react simultaneously to any attack performed against it out of its LoF. This Special Skill functions automatically (you will not need to spend any Order or make any roll).  	 						Combi Rifle	Light Shotgun	Knife	Pistol											
Hellcats	nomads.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Nomads\280552-0349-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Nomads\280552-0349.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Corregidor_Jurisdictional_Command_logo.png	5	No	4-2	14	12	12	13	2	0	1	4	0	24	AD: Combat Jump/ Zero-G, V: Courage	AD: Combat Jump/ Zero-G		 V: Courage	Courage avoids, without spending any Order, the WIP Roll that is compulsory after surviving the impact of a ballistic weapon but the figure does not wish to move to cover (The Guts Roll made after a successful ARM Roll). The figure is not required to keep his position if he does not want to.  	 								Combi Rifle	Light Shotgun	Knife	Pistol											
Hellcats - HMG	nomads.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Nomads\280552-0349-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Nomads\280552-0349.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Corregidor_Jurisdictional_Command_logo.png	5	No	4-2	14	12	12	13	2	0	1	4	1.5	29	AD: Combat Jump/ Zero-G, V: Courage	AD: Combat Jump/ Zero-G		 V: Courage	Courage avoids, without spending any Order, the WIP Roll that is compulsory after surviving the impact of a ballistic weapon but the figure does not wish to move to cover (The Guts Roll made after a successful ARM Roll). The figure is not required to keep his position if he does not want to.  	 								HMG	Knife	Pistol												
Hellcats - Shotgun	nomads.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Nomads\280552-0349-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Nomads\280552-0349.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Corregidor_Jurisdictional_Command_logo.png	5	No	4-2	14	12	12	13	2	0	1	4	0	20	AD: Combat Jump/ Zero-G, V: Courage	AD: Combat Jump/ Zero-G		 V: Courage	Courage avoids, without spending any Order, the WIP Roll that is compulsory after surviving the impact of a ballistic weapon but the figure does not wish to move to cover (The Guts Roll made after a successful ARM Roll). The figure is not required to keep his position if he does not want to.  	 								Boarding Shotgun	Knife	Pistol												
Hellcats - Adhesive	nomads.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Nomads\280552-0349-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Nomads\280552-0349.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Corregidor_Jurisdictional_Command_logo.png	5	No	4-2	14	12	12	13	2	0	1	4	0.5	25	AD: Combat Jump/ Zero-G, V: Courage	AD: Combat Jump/ Zero-G		 V: Courage	Courage avoids, without spending any Order, the WIP Roll that is compulsory after surviving the impact of a ballistic weapon but the figure does not wish to move to cover (The Guts Roll made after a successful ARM Roll). The figure is not required to keep his position if he does not want to.  	 								Adhesive Launcher	Combi Rifle	Light Shotgun	Knife	Pistol										
Hellcats - Sniper	nomads.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Nomads\280552-0349-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Nomads\280552-0349.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Corregidor_Jurisdictional_Command_logo.png	5	No	4-2	14	12	12	13	2	0	1	4	1.5	34	AD: Combat Jump/ Zero-G, V: Courage	AD: Combat Jump/ Zero-G		 V: Courage	Courage avoids, without spending any Order, the WIP Roll that is compulsory after surviving the impact of a ballistic weapon but the figure does not wish to move to cover (The Guts Roll made after a successful ARM Roll). The figure is not required to keep his position if he does not want to.  	 								MULTI Sniper Rifle	Knife	Pistol												
Hellcats - Hacker	nomads.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Nomads\280552-0349-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Nomads\280552-0349.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Corregidor_Jurisdictional_Command_logo.png	5	No	4-2	14	12	12	13	2	0	1	4	0.5	36	Hacker, Hacking Device, AD: Combat Jump/ Zero-G, V: Courage	Hacker		 Hacking Device	This allows computer attacks to be performed against other systems and devices and also to defend against a cyberattack. See Hacker combat rules for details. All Hacking Devices are Repeaters for the other Hackers of the same army. . The Hacking Device Plus has an additional advanced system of Localization-Identification-Liaison that works as a Forward Observer, but only within the Hacker's, or his Repeater's, Zone of Control (8 inches): LoF with the enemy is not required. In order to mark a target with the Hacker Device Plus Forward Observer function, it is necessary to spend an Order and pass a WIP Roll. The target can react by Dodging the marking of the Forward Observer Hacking Device Plus, provided he has LoF.	 AD: Combat Jump/ Zero-G		 V: Courage	Courage avoids, without spending any Order, the WIP Roll that is compulsory after surviving the impact of a ballistic weapon but the figure does not wish to move to cover (The Guts Roll made after a successful ARM Roll). The figure is not required to keep his position if he does not want to.  	 				Combi Rifle	Light Shotgun	Knife	Pistol											
Hellcats - Paramedic	nomads.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Nomads\280552-0349-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Nomads\280552-0349.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Corregidor_Jurisdictional_Command_logo.png	5	No	4-2	14	12	12	13	2	0	1	4	0	28	MediKit, AD: Combat Jump/ Zero-G, V: Courage	MediKit	This is a wound recovery medical device carried by all Paramedics. It is used to heal Unconscious miniatures. Using the MediKit is a Short Skill that requires a PH Roll with a -3 Modifier by the patient. If he fails his roll, he will immediately pass to the Dead state and will be removed from the game table. If he passes the roll, the patient recovers 1 Wound, automatically leaving the Unconscious state and contributing his Order again to the Orders Reserve of his army in the next active turn. With a MediKit, miniatures can be healed from the Unconscious state as many times as necessary, provided they pass their PH-3 Rolls. Human MediKits do not work on Aliens (Assault Packs, Dog-Warriors, etc.) and vice versa. The MediKit is the most frequent medical system of nano-injection on battlefields. There are several syringe models; the most modern being a device with the form of a gun, using a chamber with a magnetic coil. After introducing the nanotreatment cartridge and pulling the electric trigger, the magnetic field accelerator injects at high speed the medical nanobots suspended in the cartridge serum. Other versions of the MediKit are the hypo-spray, with a lower speed performance, or the archaic pneumatic pistols.  	 AD: Combat Jump/ Zero-G		 V: Courage	Courage avoids, without spending any Order, the WIP Roll that is compulsory after surviving the impact of a ballistic weapon but the figure does not wish to move to cover (The Guts Roll made after a successful ARM Roll). The figure is not required to keep his position if he does not want to.  	 						Combi Rifle	Light Shotgun	Knife	Pistol											
Hellcats - Lieutenant	nomads.xcf	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Nomads\280552-0349-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Nomads\280552-0349.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Corregidor_Jurisdictional_Command_logo.png	5	No	4-2	14	12	12	13	2	0	1	4	1	24	Lieutenant, AD: Combat Jump/ Zero-G, V: Courage	Lieutenant		 AD: Combat Jump/ Zero-G		 V: Courage	Courage avoids, without spending any Order, the WIP Roll that is compulsory after surviving the impact of a ballistic weapon but the figure does not wish to move to cover (The Guts Roll made after a successful ARM Roll). The figure is not required to keep his position if he does not want to.  	 						Combi Rifle	Light Shotgun	Knife	Pistol											
