UnitNameValue	UnitIcon	UnitPortrait	TrainingIcon	ImpIcon	SectorialSymbol	SectorialAVA	SectorialLinkable	MOVValue	CCValue	BSValue	PHValue	WIPValue	ARMValue	BTSValue	WValue	AVAValue	SWCCost	UnitCost	UnitNotesValue	Ability1Title	Ability1Text	Ability2Title	Ability2Text	Ability3Title	Ability3Text	Ability4Title	Ability4Text	Ability5Title	Ability5Text	Ability6Title	Ability6Text	Weapon1Value	Weapon2Value	Weapon3Value	Weapon4Value	Weapon5Value	InactiveMOVValue	InactiveCCValue	InactiveBSValue	InactivePHValue	InactiveWIPValue	InactiveARMValue	InactiveBTSValue	InactiveWValue
Druze Shock Teams - Lieutenant	NotFound		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Qapu_Khalqi_logo.png	4	Yes	4-2	14	12	11	13	3	0	1	2	2	21	Lieutenant, X Visor	Lieutenant		 X Visor	Technological and evolutionary advances have given this miniature a vision with a zoom effect. Modifiers for Long Distance are reduced to 0 and those of Maximum Distance drop to -3.  	 								Combi Rifle	D.E.P.	CCW	Pistol											
Druze Shock Teams - Hacker	NotFound		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Qapu_Khalqi_logo.png	4	Yes	4-2	14	12	11	13	3	0	1	2	0.5	33	Hacker, Hacking Device, X Visor	Hacker		 Hacking Device	This allows computer attacks to be performed against other systems and devices and also to defend against a cyberattack. See Hacker combat rules for details. All Hacking Devices are Repeaters for the other Hackers of the same army. . The Hacking Device Plus has an additional advanced system of Localization-Identification-Liaison that works as a Forward Observer, but only within the Hacker's, or his Repeater's, Zone of Control (8 inches): LoF with the enemy is not required. In order to mark a target with the Hacker Device Plus Forward Observer function, it is necessary to spend an Order and pass a WIP Roll. The target can react by Dodging the marking of the Forward Observer Hacking Device Plus, provided he has LoF.	 X Visor	Technological and evolutionary advances have given this miniature a vision with a zoom effect. Modifiers for Long Distance are reduced to 0 and those of Maximum Distance drop to -3.  	 						Combi Rifle	CCW	Pistol												
Druze Shock Teams - LGL	NotFound		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Qapu_Khalqi_logo.png	4	Yes	4-2	14	12	11	13	3	0	1	2	1.5	25	X Visor	X Visor	Technological and evolutionary advances have given this miniature a vision with a zoom effect. Modifiers for Long Distance are reduced to 0 and those of Maximum Distance drop to -3.  	 										Combi Rifle	Light GL	CCW	Pistol											
Druze Shock Teams - Spitfire	NotFound		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Qapu_Khalqi_logo.png	4	Yes	4-2	14	12	11	13	3	0	1	2	1.5	27	X Visor	X Visor	Technological and evolutionary advances have given this miniature a vision with a zoom effect. Modifiers for Long Distance are reduced to 0 and those of Maximum Distance drop to -3.  	 										Spitfire	CCW	Pistol												
Highlander Caterans - T2 Sniper	NotFound		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Caledonian_Highlander_Army_logo.png	4	No	4-4	17	12	13	12	0	0	1	1	1.5	29	CH: Limited Camouflage, CH: Mimetism, Climbing Plus	CH: Limited Camouflage	The trooper possesses the CH: Camouflage Special Skill but lacks the possibility of Camouflaging Again. So, once Discovered, or if he reveals himself, he will lose this Special Skill and he cannot camouflage again or use any other advantages given by CH: Camouflage or CH: Mimetism (Except if he possesses also the CH: Mimetism Special Skill, then it can keep using it).  	 CH: Mimetism	The figure has the special ability to obscure his appearance to an enemy. Moreover, he has basic mimetic tools and clothes or camouflage gear made with a photosensitive material, a cheaper alternative to chameleonic tools, and knows how to use it with the maximum results in order to avoid discovery. In game terms, any miniature attacking a figure with Mimetism will have a -3 Modifier to his BS Attribute for ranged attacks.  	 Climbing Plus	A miniature with Climbing Plus is specially equipped or gifted at climbing. This Special Skill functions automatically and allows the miniature to climb as many inches as his MOV Attribute, with no need to make a PH Roll. The Climbing Plus Special Skill allows the figure to perform other skills while climbing or hanging from a great height (Climbing+BS per example).  	 						T2 Sniper Rifle	AP CCW	Pistol												
Highlander Caterans	NotFound		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Caledonian_Highlander_Army_logo.png	4	No	4-4	17	12	13	12	0	0	1	1	0.5	25	CH: Limited Camouflage, CH: Mimetism, Climbing Plus	CH: Limited Camouflage	The trooper possesses the CH: Camouflage Special Skill but lacks the possibility of Camouflaging Again. So, once Discovered, or if he reveals himself, he will lose this Special Skill and he cannot camouflage again or use any other advantages given by CH: Camouflage or CH: Mimetism (Except if he possesses also the CH: Mimetism Special Skill, then it can keep using it).  	 CH: Mimetism	The figure has the special ability to obscure his appearance to an enemy. Moreover, he has basic mimetic tools and clothes or camouflage gear made with a photosensitive material, a cheaper alternative to chameleonic tools, and knows how to use it with the maximum results in order to avoid discovery. In game terms, any miniature attacking a figure with Mimetism will have a -3 Modifier to his BS Attribute for ranged attacks.  	 Climbing Plus	A miniature with Climbing Plus is specially equipped or gifted at climbing. This Special Skill functions automatically and allows the miniature to climb as many inches as his MOV Attribute, with no need to make a PH Roll. The Climbing Plus Special Skill allows the figure to perform other skills while climbing or hanging from a great height (Climbing+BS per example).  	 						Sniper Rifle	AP CCW	Pistol												
McMurrough	NotFound		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Irregular.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Impetuous.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Corregidor_Jurisdictional_Command_logo.png	1	No	6-4	19	11	16	14	4	-3	2	1	0	33	Martial Arts L3, Total Immunity, Super-Jump	Martial Arts L3	First Attack: This allows the figure to attack first in CC, making a Normal Roll to hit. If the defender survives, he can counter attack with a Normal Roll of CC. A figure with this ability may also use the CC Attribute instead of PH to disengage from Close Combat. This level is only applicable in CC. Two figures with Martial Arts L3 will perform their First Attack at the same time, so they have to make a Face to Face Roll.  	 Total Immunity	Total Immunity: The miniature is immune to all the special Weapons and Ammunition (Except Adhesive, E/M, Monofilament and Plasma), which are considered as normal attacks.  	 Super-Jump	These miniatures are genetically, artificially, or evolutionarily designed to perform jumps of astonishing length and height. This Special Skill works automatically. It allows the miniature to move in a vertical, diagonal, or horizontal jump as many inches as indicated in his MOV, without having to make a PH Roll. Super-Jump is a Special Short Movement Skill that can be combined with other Short Skills. For example, with Super-Jump, the figure can shoot while flying through the air and this will be considered an Order of the Move+BS type. Also, when the miniature moves in a normal way he will be able to avoid any obstacle of his height or less without any Movement restriction. To calculate the Falling Damage taken by miniatures with SuperJump, the sum of both values of his MOV Attribute is subtracted from the distance and the result multiplied by 2.5. For example: a miniature with Super-Jump with MOV 4-4, that jumps from a terrace to the floor from a height of 10 inches will only have to make an ARM Roll against Damage 5 (distance of 10 minus MOV 4+4 = 2, multiplied by 2.5 to give 5).  	 						Grenades	Smoke Grenades	Chain Rifle (2)	DA Templar CCW											
Kempeitai - BS	NotFound		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Japanese_Sectorial_Army_logo.png	2	No	4-4	14	12	10	14	1	0	1	1	0	20	Sixth Sense L1, V: Courage, Basic Impersonation: Yu Jing	Sixth Sense L1	Within a radius of 8 inches, the miniature will be surprised by neither Impersonators, Camouflaged, nor TO Camouflaged miniatures, nor enemies hidden by a Zero Visibility Zone nor can he be attacked from the rear within his Zone of Control. In this way, when attacked from within an 8 inch radius in his Zone of Control, the miniature will answer the assault in a simultaneous fashion with a Face to Face Roll. Figures with Sixth Sense L1 will be able to react against Impersonators, Camouflaged, TO Camouflaged figures and enemies hidden by a Zero Visibility Zone inside their Zone of Control only at the moment of being attacked, acting as if those miniatures were in front of them and revealed but not Camouflaged and not applying the Modifier of -6 for a Zero Visibility Zone. They cannot however react to movements or any other action of Impersonators, Camouflaged and TO Camouflaged foes or troops hidden by a Zero Visibility Zone. This Special Skill functions automatically (No need to spend any Order or make any Roll).  	 V: Courage	Courage avoids, without spending any Order, the WIP Roll that is compulsory after surviving the impact of a ballistic weapon but the figure does not wish to move to cover (The Guts Roll made after a successful ARM Roll). The figure is not required to keep his position if he does not want to.  	 Basic Impersonation: Yu Jing		 						Boarding Shotgun	D-Charges	Pistol	CCW	Electric Pulse										
Kempeitai	NotFound		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Japanese_Sectorial_Army_logo.png	2	No	4-4	14	12	10	14	1	0	1	1	0	20	Sixth Sense L1, V: Courage, Basic Impersonation: Yu Jing	Sixth Sense L1	Within a radius of 8 inches, the miniature will be surprised by neither Impersonators, Camouflaged, nor TO Camouflaged miniatures, nor enemies hidden by a Zero Visibility Zone nor can he be attacked from the rear within his Zone of Control. In this way, when attacked from within an 8 inch radius in his Zone of Control, the miniature will answer the assault in a simultaneous fashion with a Face to Face Roll. Figures with Sixth Sense L1 will be able to react against Impersonators, Camouflaged, TO Camouflaged figures and enemies hidden by a Zero Visibility Zone inside their Zone of Control only at the moment of being attacked, acting as if those miniatures were in front of them and revealed but not Camouflaged and not applying the Modifier of -6 for a Zero Visibility Zone. They cannot however react to movements or any other action of Impersonators, Camouflaged and TO Camouflaged foes or troops hidden by a Zero Visibility Zone. This Special Skill functions automatically (No need to spend any Order or make any Roll).  	 V: Courage	Courage avoids, without spending any Order, the WIP Roll that is compulsory after surviving the impact of a ballistic weapon but the figure does not wish to move to cover (The Guts Roll made after a successful ARM Roll). The figure is not required to keep his position if he does not want to.  	 Basic Impersonation: Yu Jing		 						Combi Rifle	D-Charges	Pistol	CCW	Electric Pulse										
Saito Togan	NotFound		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Japanese_Sectorial_Army_logo.png	1	No	4-4	18	11	13	14	1	0	1	1	0	41	Martial Arts L4, CH: TO Camouflage, Infiltration	Martial Arts L4	Empty Mind: This functions as Sixth Sense L1, cancelling out Martial Arts Skills of Levels 1-3 of opponents. It also makes opponents incapable of turning to face this figure as an ARO when he enters their ZC from behind, unless they have Sixth Sense L2.  	 CH: TO Camouflage	The miniature possesses, besides the Special Skill Camouflage, a Thermo-Optical mimetizing device. This is a system that curves the light around its bearer, rendering him almost invisible and erasing his thermal signature. This sophisticated device also diffuses any possible atmospheric turbulence that its bearer may provoke and prevents his detection by radar or sonar. In game terms, TO Camouflage allows its possessor to perform the following:   Hidden Deployment: It allows the same type of deployment as CH: L-2 Camouflage, but there is no need to make use of a Marker. Provided that he does not move, the figure with CH: TO Camouflage will remain completely invisible. The player must take note of his figure's position in the most detailed possible way (Cover, Prone, etc.) so that the adversary will be able to verify the data in the moment in which he reveals his position. If the miniature moves, the player must place a TO Camouflage Marker, and show his adversary that he really was in that position from the beginning of the battle. If the figure performs any other action, he will have to be replaced by the miniature instead of the Marker. A miniature in Hidden Deployment does not add his Order to the Orders Reserve, as he is not on the game table. However, to carry out his first Order, which reveals his presence on the battlefield, he will not receive the Order from the Orders Reserve but will have to spend his own.   Camouflage in Movement: Allows the miniature to carry out the same Camouflaged Movement allowed by CH: Camouflage.   TO Defensive Camouflage: Allows the miniature the same Defensive Camouflage that CH: Camouflage provides, but a negative Modifier of -6 is applied if someone intends to attack him.   TO Combat Camouflage: Allows the same Combat Camouflage as CH: L-2 Camouflage, with no orders needing to be spent.   Camouflaging again: Functions exactly as CH: L-2 Camouflage	 Infiltration	Due to his ability to move stealthily, the miniature will be able to infiltrate the enemy's lines without being noticed. The use of the Infiltrate Special Skill is only allowed in the Deployment Phase. Infiltration allows a miniature the following options:   Option A: The miniature can be deployed, without having to spend an Order or make a Roll, up to the central area of the game table (within the half corresponding to his army). He is deployed in Camouflage or TO Camouflage status if applicable.   Option B: If the miniature wants to go further into enemy territory, he must to pass a Normal Roll of PH. Each 4 inch strip of distance advanced into enemy territory will add a cumulative Modifier of -1 to the roll. If he fails the roll, the Dispersion rule must now be applied. The centre of the Circular Template must be placed at the point in the battlefield where the figure wished to Infiltrate, with the number 1 pointing to the centre of the game table, multiplying the Failure Category by 2.5 (FC x 2.5) to determine where to place the infiltrator. Moreover, the miniature will lose the Camouflaged Deployment and Hidden Deployment options provided by the CH: Camouflage and CH: TO Camouflage Special Skills.   It is not allowed to Infiltrate inside the enemy's Zone of Deployment, or in base contact with another figure. If Dispersion would place the miniature in either position, move the figure back towards its initial Infiltration point until it is no longer in an illegal position; ie. the figure will be placed on the limit of the enemy's Zone of Deployment closest to the initial Infiltration point.  	 						Combi Rifle	Smoke Grenades	Pistol	EXP CCW											
Miyamoto Mushashi	NotFound		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Irregular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Japanese_Sectorial_Army_logo.png	1	No	6-4	22	9	14	15	1	0	1	1	0	26	Martial Arts L5, CC with 2 Weapons, V: No Wound Incapacitation	Martial Arts L5	Personal Defence: When in combat with several enemies, they will not receive the positive Modifiers from fighting in a group. Personal Defence also allows the martial artist to hit all his adversaries at once with a single successful roll in CC, requiring each one to make a separate ARM Roll. This level can only be used in CC.  	 CC with 2 Weapons	The miniature has received special training in order to fight in Close Combat using a weapon in each hand. This Skill allows the effects of two different Close Combat weapon Special Ammunitions to be combined on a successful hit. This Special Skill functions automatically and does not require any Orders or Rolls to be activated.  	 V: No Wound Incapacitation	This Special Skill functions automatically, allowing the miniature, after receiving a Wound, to avoid passing to the Unconscious state. Another Wound will be needed to destroy him. The miniature can be cured by a Doctor, AutoMediKit, MediKit, and Regeneration, although if he fails this roll he will automatically die.	 						Chain Rifle	AP CCW	EXP CCW												
Avicenna	NotFound		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Bakunin_Jurisdictional_Commando_logo.png	1	No	6-4	13	11	13	17	2	0	1	1	0	32	Doctor, V: No Wound Incapacitation	Doctor	The miniature is a qualified doctor, with complete training in combat medicine and is a specialist in saving his companions from death. Doctor is a Short Skill that allows the miniature, when in base contact, after passing a WIP Roll, to make his patient pass from the Unconscious state to Normal, with a single Wound. If he fails the WIP Roll, the figure is considered to be Dead and is removed from the game table. Miniatures can be healed as many times as necessary, provided that the WIP rolls are successful. A miniature that has been healed can also benefit later from a MediKit, AutoMediKit, or Regeneration, and vice versa. A figure must be in base to base contact with a patient to use the Doctor Special Skill. A Doctor with the Special Skill V: No Wound Incapacitation who has suffered one Wound can try to heal himself but if he fails the WIP roll he will die automatically.  	 V: No Wound Incapacitation	This Special Skill functions automatically, allowing the miniature, after receiving a Wound, to avoid passing to the Unconscious state. Another Wound will be needed to destroy him. The miniature can be cured by a Doctor, AutoMediKit, MediKit, and Regeneration, although if he fails this roll he will automatically die.	 								Combi Rifle	Pistol	Knife												
Father Lucien Sforza	NotFound		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Irregular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Imperial_Service_logo.png	1	No	4-4	14	13	11	13	2	0	1	1	0	23	Holoprojector L2, X Visor	Holoprojector L2		 X Visor	Technological and evolutionary advances have given this miniature a vision with a zoom effect. Modifiers for Long Distance are reduced to 0 and those of Maximum Distance drop to -3.  	 								Viral Rifle	Adhesive Launcher	Nanopulser	Pistol	Electric Pulse										
Senor Massacre	NotFound		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Corregidor_Jurisdictional_Command_logo.png	1	No	4-4	19	12	13	13	2	0	1	1	0	33	CC with 2 Weapons, Natural Born Warrior, Regeneration	CC with 2 Weapons	The miniature has received special training in order to fight in Close Combat using a weapon in each hand. This Skill allows the effects of two different Close Combat weapon Special Ammunitions to be combined on a successful hit. This Special Skill functions automatically and does not require any Orders or Rolls to be activated.  	 Natural Born Warrior	A miniature which possesses this Special Skill is especially gifted in fighting, with a combat instinct highly developed through many hours of hard training and real encounters. This Special Skill nullifies all levels of Martial Arts in Close Combat, as well as the Berserk Special Skill of adversaries. Moreover, Natural Born Warrior gives the Special Skill V: Courage. This is an automatic Special Skill and it does not require the spending of any Orders or the making of any rolls to use it.	 Regeneration	The miniature's system is specially suited for self-healing and physical and metabolic regeneration. Regeneration is a Short Skill that allows the miniature, after passing a Normal PH Roll, to regenerate 1 Wound and even recover from an Unconscious state. When the miniature loses all his Wounds and becomes Unconscious, he must place a Wound Marker next to his figure. If he fails his PH Roll while Unconscious, he passes to the status of Dead and is removed from the game table. If the number of Wounds received leaves the miniature in a Dead state before being able to activate Regeneration, he will not be able to use this Special Skill again, and will have to be removed from the table. (For example, if a miniature with 1 Wound receives 3 hits from a Burst and fails 2 Armour Rolls). While the figure is in Unconscious state he will not add his Order to his army Orders Reserve. Figures with Regeneration automatically possess the Shock Immunity Special Skill. Regeneration is compatible with the use of MediKit or Doctor. A miniature with Regeneration can be healed and if he receives a Wound after that, he can try to regenerate it, and vice versa.  	 						E/M Grenades	Zero-V Smoke Grenades	Combi Rifle	Pistol	AP CCW										
Senor Massacre - Shotgun	NotFound		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Corregidor_Jurisdictional_Command_logo.png	1	No	4-4	19	12	13	13	2	0	1	1	0	33	CC with 2 Weapons, Natural Born Warrior, Regeneration	CC with 2 Weapons	The miniature has received special training in order to fight in Close Combat using a weapon in each hand. This Skill allows the effects of two different Close Combat weapon Special Ammunitions to be combined on a successful hit. This Special Skill functions automatically and does not require any Orders or Rolls to be activated.  	 Natural Born Warrior	A miniature which possesses this Special Skill is especially gifted in fighting, with a combat instinct highly developed through many hours of hard training and real encounters. This Special Skill nullifies all levels of Martial Arts in Close Combat, as well as the Berserk Special Skill of adversaries. Moreover, Natural Born Warrior gives the Special Skill V: Courage. This is an automatic Special Skill and it does not require the spending of any Orders or the making of any rolls to use it.	 Regeneration	The miniature's system is specially suited for self-healing and physical and metabolic regeneration. Regeneration is a Short Skill that allows the miniature, after passing a Normal PH Roll, to regenerate 1 Wound and even recover from an Unconscious state. When the miniature loses all his Wounds and becomes Unconscious, he must place a Wound Marker next to his figure. If he fails his PH Roll while Unconscious, he passes to the status of Dead and is removed from the game table. If the number of Wounds received leaves the miniature in a Dead state before being able to activate Regeneration, he will not be able to use this Special Skill again, and will have to be removed from the table. (For example, if a miniature with 1 Wound receives 3 hits from a Burst and fails 2 Armour Rolls). While the figure is in Unconscious state he will not add his Order to his army Orders Reserve. Figures with Regeneration automatically possess the Shock Immunity Special Skill. Regeneration is compatible with the use of MediKit or Doctor. A miniature with Regeneration can be healed and if he receives a Wound after that, he can try to regenerate it, and vice versa.  	 						E/M Grenades	Zero-V Smoke Grenades	Boarding Shotgun	Pistol	AP CCW										
Valerya Gromoz, Mercenary Hacker	NotFound		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Corregidor_Jurisdictional_Command_logo.png	1	No	4-4	13	11	10	14	1	0	1	1	0.5	26	Hacker, Hacking Device	Hacker		 Hacking Device	This allows computer attacks to be performed against other systems and devices and also to defend against a cyberattack. See Hacker combat rules for details. All Hacking Devices are Repeaters for the other Hackers of the same army. . The Hacking Device Plus has an additional advanced system of Localization-Identification-Liaison that works as a Forward Observer, but only within the Hacker's, or his Repeater's, Zone of Control (8 inches): LoF with the enemy is not required. In order to mark a target with the Hacker Device Plus Forward Observer function, it is necessary to spend an Order and pass a WIP Roll. The target can react by Dodging the marking of the Forward Observer Hacking Device Plus, provided he has LoF.	 								Combi Rifle	Marker	Pistol	Knife											
KTS, Kaplan Tactical Services - ADHL	NotFound		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Qapu_Khalqi_logo.png	5	Yes	4-4	13	12	11	14	2	-6	1	3	0	23	CH: Mimetism, V: Courage	CH: Mimetism	The figure has the special ability to obscure his appearance to an enemy. Moreover, he has basic mimetic tools and clothes or camouflage gear made with a photosensitive material, a cheaper alternative to chameleonic tools, and knows how to use it with the maximum results in order to avoid discovery. In game terms, any miniature attacking a figure with Mimetism will have a -3 Modifier to his BS Attribute for ranged attacks.  	 V: Courage	Courage avoids, without spending any Order, the WIP Roll that is compulsory after surviving the impact of a ballistic weapon but the figure does not wish to move to cover (The Guts Roll made after a successful ARM Roll). The figure is not required to keep his position if he does not want to.  	 								Combi Rifle	Adhesive Launcher	Pistol	Knife	D-Charges										
KTS, Kaplan Tactical Services	NotFound		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Qapu_Khalqi_logo.png	5	Yes	4-4	13	12	11	14	2	-6	1	3	0	24	CH: Mimetism, V: Courage	CH: Mimetism	The figure has the special ability to obscure his appearance to an enemy. Moreover, he has basic mimetic tools and clothes or camouflage gear made with a photosensitive material, a cheaper alternative to chameleonic tools, and knows how to use it with the maximum results in order to avoid discovery. In game terms, any miniature attacking a figure with Mimetism will have a -3 Modifier to his BS Attribute for ranged attacks.  	 V: Courage	Courage avoids, without spending any Order, the WIP Roll that is compulsory after surviving the impact of a ballistic weapon but the figure does not wish to move to cover (The Guts Roll made after a successful ARM Roll). The figure is not required to keep his position if he does not want to.  	 								Combi Rifle	Blitzen	Pistol	Knife											
KTS, Kaplan Tactical Services - Sniper	NotFound		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Qapu_Khalqi_logo.png	5	Yes	4-4	13	12	11	14	2	-6	1	3	1.5	37	CH: Mimetism, V: Courage	CH: Mimetism	The figure has the special ability to obscure his appearance to an enemy. Moreover, he has basic mimetic tools and clothes or camouflage gear made with a photosensitive material, a cheaper alternative to chameleonic tools, and knows how to use it with the maximum results in order to avoid discovery. In game terms, any miniature attacking a figure with Mimetism will have a -3 Modifier to his BS Attribute for ranged attacks.  	 V: Courage	Courage avoids, without spending any Order, the WIP Roll that is compulsory after surviving the impact of a ballistic weapon but the figure does not wish to move to cover (The Guts Roll made after a successful ARM Roll). The figure is not required to keep his position if he does not want to.  	 								MULTI Sniper Rifle	Pistol	Knife												
KTS, Kaplan Tactical Services - Spitfire	NotFound		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Qapu_Khalqi_logo.png	5	Yes	4-4	13	12	11	14	2	-6	1	3	1	29	CH: Mimetism, V: Courage	CH: Mimetism	The figure has the special ability to obscure his appearance to an enemy. Moreover, he has basic mimetic tools and clothes or camouflage gear made with a photosensitive material, a cheaper alternative to chameleonic tools, and knows how to use it with the maximum results in order to avoid discovery. In game terms, any miniature attacking a figure with Mimetism will have a -3 Modifier to his BS Attribute for ranged attacks.  	 V: Courage	Courage avoids, without spending any Order, the WIP Roll that is compulsory after surviving the impact of a ballistic weapon but the figure does not wish to move to cover (The Guts Roll made after a successful ARM Roll). The figure is not required to keep his position if he does not want to.  	 								Spitfire	Pistol	Knife												
KTS, Kaplan Tactical Services - Eng A	NotFound		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png		C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Sectorials\Qapu_Khalqi_logo.png	5	Yes	4-4	13	12	11	14	2	-6	1	3	0	27	Engineer, CH: Mimetism, V: Courage	Engineer	Any figure with this Special Skill has the means and technical knowledge required to carry out campaign repairs on faulty or damaged equipment. Engineer is a Short Skill that allows, with a successful Normal WIP Roll, the repair of Structure points (STR) of vehicles or figures (1 point per successful WIP Roll) which he is in base contact with. If the Engineer fails his WIP Roll, the target miniature or structure loses 1 point of STR instead of recovering it.  Engineers can reactivate all weapons, equipment and armour affected by E/M and Adhesive Special Ammunition if they they pass 1 single Normal WIP Roll when in contact with the affected figure. If the Engineer fails the WIP Roll when reactivating, it is considered that the weapon or equipment is permanently shut down with no possibility of recovery.  It is essential that a miniature be in base to base contact with the item he wants to repair.  Figures that posses this Short Skill can also open locks, applying the same Modifiers as Hacking Security and Information (See Advanced Rules: Hacking). In order to open/close a door, base to base contact is required.  Engineer also allows Mines to be deactivated (Antipersonnel and Monofilament), as well as E/Maulers and D-Charges. In order to deactivate a Mine in a same Order, the figure has to come into its action radius (Circular Template) and pass a WIP Roll. If successful, the Mine does not explode and is defused. If the WIP roll is failed, then it explodes, affecting the Engineer as normal.  	 CH: Mimetism	The figure has the special ability to obscure his appearance to an enemy. Moreover, he has basic mimetic tools and clothes or camouflage gear made with a photosensitive material, a cheaper alternative to chameleonic tools, and knows how to use it with the maximum results in order to avoid discovery. In game terms, any miniature attacking a figure with Mimetism will have a -3 Modifier to his BS Attribute for ranged attacks.  	 V: Courage	Courage avoids, without spending any Order, the WIP Roll that is compulsory after surviving the impact of a ballistic weapon but the figure does not wish to move to cover (The Guts Roll made after a successful ARM Roll). The figure is not required to keep his position if he does not want to.  	 						Combi Rifle	Adhesive Launcher	Pistol	Knife	D-Charges										
